"Senator","Congress","Party"
"HEBERT (R RI)",73,"R"
"METCALF (R RI)",73,"R"
"BYRNES (D SC)",73,"D"
"SMITH (D SC)",73,"D"
"NORBECK (R SD)",73,"R"
"BULOW (D SD)",73,"D"
"HULL (D TN)",73,"D"
"MCKELLAR (D TN)",73,"D"
"BACHMAN (D TN)",73,"D"
"SHEPPARD (D TX)",73,"D"
"CONNALLY (D TX)",73,"D"
"THOMAS (D UT)",73,"D"
"KING (D UT)",73,"D"
"AUSTIN (R VT)",73,"R"
"DALE (R VT)",73,"R"
"GIBSON (R VT)",73,"R"
"BYRD (D VA)",73,"D"
"GLASS (D VA)",73,"D"
"DILL (D WA)",73,"D"
"BONE (D WA)",73,"D"
"HATFIELD (R WV)",73,"R"
"NEELY (D WV)",73,"D"
"LAFOLLETTE (R WI)",73,"R"
"DUFFY (D WI)",73,"D"
"O'MAHONEY (D WY)",73,"D"
"CAREY (R WY)",73,"R"
"KENDRICK (D WY)",73,"D"
"BLACK (D AL)",74,"D"
"BANKHEAD (D AL)",74,"D"
"ASHURST (D AZ)",74,"D"
"HAYDEN (D AZ)",74,"D"
"ROBINSON (D AR)",74,"D"
"CARAWAY (D AR)",74,"D"
"JOHNSON (R CA)",74,"R"
"MCADOO (D CA)",74,"D"
"COSTIGAN (D CO)",74,"D"
"ADAMS (D CO)",74,"D"
"LONERGAN (D CT)",74,"D"
"MALONEY (D CT)",74,"D"
"TOWNSEND (R DE)",74,"R"
"HASTINGS (R DE)",74,"R"
"TRAMMELL (D FL)",74,"D"
"FLETCHER (D FL)",74,"D"
"HILL (D FL)",74,"D"
"LOFTIN (D FL)",74,"D"
"PEPPER (D FL)",74,"D"
"ANDREWS (D FL)",74,"D"
"RUSSELL (D GA)",74,"D"
"GEORGE (D GA)",74,"D"
"POPE (D ID)",74,"D"
"BORAH (R ID)",74,"R"
"DIETERICH (D IL)",74,"D"
"LEWIS (D IL)",74,"D"
"VAN (D IN)",74,"D"
"MINTON (D IN)",74,"D"
"DICKINSON (R IA)",74,"R"
"MURPHY (D IA)",74,"D"
"GILLETTE (D IA)",74,"D"
"CAPPER (R KS)",74,"R"
"MCGILL (D KS)",74,"D"
"LOGAN (D KY)",74,"D"
"BARKLEY (D KY)",74,"D"
"OVERTON (D LA)",74,"D"
"LONG (D LA)",74,"D"
"LONG (D LA) 5766",74,"D"
"HALE (R ME)",74,"R"
"WHITE (R ME)",74,"R"
"RADCLIFFE (D MD)",74,"D"
"TYDINGS (D MD)",74,"D"
"WALSH (D MA)",74,"D"
"COOLIDGE (D MA)",74,"D"
"VANDENBERG (R MI)",74,"R"
"COUZENS (R MI)",74,"R"
"BROWN (D MI)",74,"D"
"SHIPSTEAD (Farmer-Labor MN)",74,"Farmer"
"SCHALL (R MN)",74,"R"
"BENSON (Farmer-Labor MN)",74,"Farmer"
"HOWARD (R MN)",74,"R"
"HARRISON (D MS)",74,"D"
"BILBO (D MS)",74,"D"
"TRUMAN (D MO)",74,"D"
"CLARK (D MO)",74,"D"
"WHEELER (D MT)",74,"D"
"MURRAY (D MT)",74,"D"
"BURKE (D NE)",74,"D"
"NORRIS (R NE)",74,"R"
"PITTMAN (D NV)",74,"D"
"MCCARRAN (D NV)",74,"D"
"KEYES (R NH)",74,"R"
"BROWN (D NH)",74,"D"
"MOORE (D NJ)",74,"D"
"BARBOUR (R NJ)",74,"R"
"HATCH (D NM)",74,"D"
"CUTTING (R NM)",74,"R"
"CHAVEZ (D NM)",74,"D"
"WAGNER (D NY)",74,"D"
"COPELAND (D NY)",74,"D"
"BAILEY (D NC)",74,"D"
"REYNOLDS (D NC)",74,"D"
"FRAZIER (R ND)",74,"R"
"NYE (R ND)",74,"R"
"DONAHEY (D OH)",74,"D"
"BULKLEY (D OH)",74,"D"
"GORE (D OK)",74,"D"
"THOMAS (D OK)",74,"D"
"STEIWER (R OR)",74,"R"
"MCNARY (R OR)",74,"R"
"DAVIS (R PA)",74,"R"
"GUFFEY (D PA)",74,"D"
"GERRY (D RI)",74,"D"
"METCALF (R RI)",74,"R"
"BYRNES (D SC)",74,"D"
"SMITH (D SC)",74,"D"
"NORBECK (R SD)",74,"R"
"BULOW (D SD)",74,"D"
"BACHMAN (D TN)",74,"D"
"MCKELLAR (D TN)",74,"D"
"SHEPPARD (D TX)",74,"D"
"CONNALLY (D TX)",74,"D"
"KING (D UT)",74,"D"
"THOMAS (D UT)",74,"D"
"AUSTIN (R VT)",74,"R"
"GIBSON (R VT)",74,"R"
"GLASS (D VA)",74,"D"
"BYRD (D VA)",74,"D"
"SCHWELLENBA (D WA)",74,"D"
"BONE (D WA)",74,"D"
"NEELY (D WV)",74,"D"
"HOLT (D WV)",74,"D"
"LAFOLLETTE (Progressive  WI)",74,"Progressive"
"DUFFY (D WI)",74,"D"
"CAREY (R WY)",74,"R"
"O'MAHONEY (D WY)",74,"D"
"BANKHEAD (D AL)",75,"D"
"BLACK (D AL)",75,"D"
"GRAVES (D AL)",75,"D"
"HILL (D AL)",75,"D"
"HAYDEN (D AZ)",75,"D"
"ASHURST (D AZ)",75,"D"
"CARAWAY (D AR)",75,"D"
"ROBINSON (D AR)",75,"D"
"MILLER (D AR)",75,"D"
"JOHNSON (R CA)",75,"R"
"MCADOO (D CA)",75,"D"
"STORKE (D CA)",75,"D"
"ADAMS (D CO)",75,"D"
"JOHNSON (D CO)",75,"D"
"LONERGAN (D CT)",75,"D"
"MALONEY (D CT)",75,"D"
"TOWNSEND (R DE)",75,"R"
"HUGHES (D DE)",75,"D"
"ANDREWS (D FL)",75,"D"
"PEPPER (D FL)",75,"D"
"GEORGE (D GA)",75,"D"
"RUSSELL (D GA)",75,"D"
"BORAH (R ID)",75,"R"
"POPE (D ID)",75,"D"
"DIETERICH (D IL)",75,"D"
"LEWIS (D IL)",75,"D"
"MINTON (D IN)",75,"D"
"VAN (D IN)",75,"D"
"HERRING (D IA)",75,"D"
"GILLETTE (D IA)",75,"D"
"MCGILL (D KS)",75,"D"
"CAPPER (R KS)",75,"R"
"LOGAN (D KY)",75,"D"
"BARKLEY (D KY)",75,"D"
"OVERTON (D LA)",75,"D"
"ELLENDER (D LA)",75,"D"
"HALE (R ME)",75,"R"
"WHITE (R ME)",75,"R"
"TYDINGS (D MD)",75,"D"
"RADCLIFFE (D MD)",75,"D"
"WALSH (D MA)",75,"D"
"LODGE (R MA)",75,"R"
"VANDENBERG (R MI)",75,"R"
"BROWN (D MI)",75,"D"
"LUNDEEN (Farmer-Labor MN)",75,"Farmer"
"SHIPSTEAD (Farmer-Labor MN)",75,"Farmer"
"HARRISON (D MS)",75,"D"
"BILBO (D MS)",75,"D"
"CLARK (D MO)",75,"D"
"TRUMAN (D MO)",75,"D"
"MURRAY (D MT)",75,"D"
"WHEELER (D MT)",75,"D"
"BURKE (D NE)",75,"D"
"NORRIS (Indep NE)",75,"Indep"
"MCCARRAN (D NV)",75,"D"
"PITTMAN (D NV)",75,"D"
"BROWN (D NH)",75,"D"
"BRIDGES (R NH)",75,"R"
"SMATHERS (D NJ)",75,"D"
"MOORE (D NJ)",75,"D"
"MILTON (D NJ)",75,"D"
"BARBOUR (R NJ)",75,"R"
"HATCH (D NM)",75,"D"
"CHAVEZ (D NM)",75,"D"
"WAGNER (D NY)",75,"D"
"COPELAND (D NY)",75,"D"
"MEAD (D NY)",75,"D"
"BAILEY (D NC)",75,"D"
"REYNOLDS (D NC)",75,"D"
"NYE (R ND)",75,"R"
"FRAZIER (R ND)",75,"R"
"DONAHEY (D OH)",75,"D"
"BULKLEY (D OH)",75,"D"
"THOMAS (D OK)",75,"D"
"LEE (D OK)",75,"D"
"MCNARY (R OR)",75,"R"
"STEIWER (R OR)",75,"R"
"REAMES (D OR)",75,"D"
"BARRY (R OR)",75,"R"
"GUFFEY (D PA)",75,"D"
"DAVIS (R PA)",75,"R"
"GREEN (D RI)",75,"D"
"GERRY (D RI)",75,"D"
"SMITH (D SC)",75,"D"
"BYRNES (D SC)",75,"D"
"BULOW (D SD)",75,"D"
"HITCHCOCK (D SD)",75,"D"
"PYLE (R SD)",75,"R"
"MCKELLAR (D TN)",75,"D"
"BACHMAN (D TN)",75,"D"
"BERRY (D TN)",75,"D"
"SHEPPARD (D TX)",75,"D"
"CONNALLY (D TX)",75,"D"
"THOMAS (D UT)",75,"D"
"KING (D UT)",75,"D"
"AUSTIN (R VT)",75,"R"
"GIBSON (R VT)",75,"R"
"GLASS (D VA)",75,"D"
"BYRD (D VA)",75,"D"
"SCHWELLENBA (D WA)",75,"D"
"BONE (D WA)",75,"D"
"NEELY (D WV)",75,"D"
"HOLT (D WV)",75,"D"
"DUFFY (D WI)",75,"D"
"LAFOLLETTE (Progressive  WI)",75,"Progressive"
"SCHWARTZ (D WY)",75,"D"
"O'MAHONEY (D WY)",75,"D"
"HILL (D AL)",76,"D"
"BANKHEAD (D AL)",76,"D"
"ASHURST (D AZ)",76,"D"
"HAYDEN (D AZ)",76,"D"
"MILLER (D AR)",76,"D"
"CARAWAY (D AR)",76,"D"
"JOHNSON (R CA)",76,"R"
"DOWNEY (D CA)",76,"D"
"ADAMS (D CO)",76,"D"
"JOHNSON (D CO)",76,"D"
"MALONEY (D CT)",76,"D"
"DANAHER (R CT)",76,"R"
"HUGHES (D DE)",76,"D"
"TOWNSEND (R DE)",76,"R"
"ANDREWS (D FL)",76,"D"
"PEPPER (D FL)",76,"D"
"GEORGE (D GA)",76,"D"
"RUSSELL (D GA)",76,"D"
"CLARK (D ID)",76,"D"
"BORAH (R ID)",76,"R"
"THOMAS (R ID)",76,"R"
"LUCAS (D IL)",76,"D"
"LEWIS (D IL)",76,"D"
"SLATTERY (D IL)",76,"D"
"BROOKS (R IL)",76,"R"
"VANNUYS (D IN)",76,"D"
"MINTON (D IN)",76,"D"
"HERRING (D IA)",76,"D"
"GILLETTE (D IA)",76,"D"
"CAPPER (R KS)",76,"R"
"REED (R KS)",76,"R"
"BARKLEY (D KY)",76,"D"
"LOGAN (D KY)",76,"D"
"CHANDLER (D KY)",76,"D"
"ELLENDER (D LA)",76,"D"
"OVERTON (D LA)",76,"D"
"WHITE (R ME)",76,"R"
"HALE (R ME)",76,"R"
"RADCLIFFE (D MD)",76,"D"
"TYDINGS (D MD)",76,"D"
"WALSH (D MA)",76,"D"
"LODGE (R MA)",76,"R"
"BROWN (D MI)",76,"D"
"VANDENBERG (R MI)",76,"R"
"SHIPSTEAD (Farmer-Labor MN)",76,"Farmer"
"LUNDEEN (Farmer-Labor MN)",76,"Farmer"
"BALL (R MN)",76,"R"
"BILBO (D MS)",76,"D"
"HARRISON (D MS)",76,"D"
"CLARK (D MO)",76,"D"
"TRUMAN (D MO)",76,"D"
"WHEELER (D MT)",76,"D"
"MURRAY (D MT)",76,"D"
"BURKE (D NE)",76,"D"
"NORRIS (Indep NE)",76,"Indep"
"MCCARRAN (D NV)",76,"D"
"PITTMAN (D NV)",76,"D"
"BUNKER (D NV)",76,"D"
"TOBEY (R NH)",76,"R"
"BRIDGES (R NH)",76,"R"
"BARBOUR (R NJ)",76,"R"
"SMATHERS (D NJ)",76,"D"
"CHAVEZ (D NM)",76,"D"
"HATCH (D NM)",76,"D"
"WAGNER (D NY)",76,"D"
"MEAD (D NY)",76,"D"
"REYNOLDS (D NC)",76,"D"
"BAILEY (D NC)",76,"D"
"NYE (R ND)",76,"R"
"FRAZIER (R ND)",76,"R"
"DONAHEY (D OH)",76,"D"
"TAFT (R OH)",76,"R"
"THOMAS (D OK)",76,"D"
"LEE (D OK)",76,"D"
"HOLMAN (R OR)",76,"R"
"MCNARY (R OR)",76,"R"
"GUFFEY (D PA)",76,"D"
"DAVIS (R PA)",76,"R"
"GREEN (D RI)",76,"D"
"GERRY (D RI)",76,"D"
"SMITH (D SC)",76,"D"
"BYRNES (D SC)",76,"D"
"BULOW (D SD)",76,"D"
"GURNEY (R SD)",76,"R"
"MCKELLAR (D TN)",76,"D"
"STEWART (D TN)",76,"D"
"CONNALLY (D TX)",76,"D"
"SHEPPARD (D TX)",76,"D"
"THOMAS (D UT)",76,"D"
"KING (D UT)",76,"D"
"AUSTIN (R VT)",76,"R"
"GIBSON (R VT)",76,"R"
"GIBSON (R VT) 3559",76,"R"
"GLASS (D VA)",76,"D"
"BYRD (D VA)",76,"D"
"BONE (D WA)",76,"D"
"SCHWELLENBA (D WA)",76,"D"
"WALLGREN (D WA)",76,"D"
"NEELY (D WV)",76,"D"
"HOLT (D WV)",76,"D"
"WILEY (R WI)",76,"R"
"LAFOLLETTE (Progressive  WI)",76,"Progressive"
"SCHWARTZ (D WY)",76,"D"
"O'MAHONEY (D WY)",76,"D"
"HILL (D AL)",77,"D"
"BANKHEAD (D AL)",77,"D"
"MCFARLAND (D AZ)",77,"D"
"HAYDEN (D AZ)",77,"D"
"CARAWAY (D AR)",77,"D"
"MILLER (D AR)",77,"D"
"SPENCER (D AR)",77,"D"
"DOWNEY (D CA)",77,"D"
"JOHNSON (R CA)",77,"R"
"JOHNSON (D CO)",77,"D"
"ADAMS (D CO)",77,"D"
"MILLIKEN (R CO)",77,"R"
"MALONEY (D CT)",77,"D"
"DANAHER (R CT)",77,"R"
"TUNNELL (D DE)",77,"D"
"HUGHES (D DE)",77,"D"
"PEPPER (D FL)",77,"D"
"ANDREWS (D FL)",77,"D"
"RUSSELL (D GA)",77,"D"
"GEORGE (D GA)",77,"D"
"THOMAS (R ID)",77,"R"
"CLARK (D ID)",77,"D"
"LUCAS (D IL)",77,"D"
"BROOKS (R IL)",77,"R"
"WILLIS (R IN)",77,"R"
"VANNUYS (D IN)",77,"D"
"HERRING (D IA)",77,"D"
"GILLETTE (D IA)",77,"D"
"CAPPER (R KS)",77,"R"
"REED (R KS)",77,"R"
"CHANDLER (D KY)",77,"D"
"BARKLEY (D KY)",77,"D"
"OVERTON (D LA)",77,"D"
"ELLENDER (D LA)",77,"D"
"BREWSTER (R ME)",77,"R"
"WHITE (R ME)",77,"R"
"RADCLIFFE (D MD)",77,"D"
"TYDINGS (D MD)",77,"D"
"LODGE (R MA)",77,"R"
"WALSH (D MA)",77,"D"
"VANDENBERG (R MI)",77,"R"
"BROWN (D MI)",77,"D"
"SHIPSTEAD (R MN)",77,"R"
"BALL (R MN)",77,"R"
"NELSON (R MN)",77,"R"
"BILBO (D MS)",77,"D"
"HARRISON (D MS)",77,"D"
"EASTLAND (D MS)",77,"D"
"DOXEY (D MS)",77,"D"
"CLARK (D MO)",77,"D"
"TRUMAN (D MO)",77,"D"
"WHEELER (D MT)",77,"D"
"MURRAY (D MT)",77,"D"
"NORRIS (Indep NE)",77,"Indep"
"BUTLER (R NE)",77,"R"
"MCCARRAN (D NV)",77,"D"
"BUNKER (D NV)",77,"D"
"SCRUGHAM (D NV)",77,"D"
"BRIDGES (R NH)",77,"R"
"TOBEY (R NH)",77,"R"
"BARBOUR (R NJ)",77,"R"
"SMATHERS (D NJ)",77,"D"
"HATCH (D NM)",77,"D"
"CHAVEZ (D NM)",77,"D"
"WAGNER (D NY)",77,"D"
"MEAD (D NY)",77,"D"
"REYNOLDS (D NC)",77,"D"
"BAILEY (D NC)",77,"D"
"NYE (R ND)",77,"R"
"LANGER (R ND)",77,"R"
"BURTON (R OH)",77,"R"
"TAFT (R OH)",77,"R"
"THOMAS (D OK)",77,"D"
"LEE (D OK)",77,"D"
"HOLMAN (R OR)",77,"R"
"MCNARY (R OR)",77,"R"
"GUFFEY (D PA)",77,"D"
"DAVIS (R PA)",77,"R"
"GERRY (D RI)",77,"D"
"GREEN (D RI)",77,"D"
"SMITH (D SC)",77,"D"
"BYRNES (D SC)",77,"D"
"LUMPKIN (D SC)",77,"D"
"PEACE (D SC)",77,"D"
"MAYBANK (D SC)",77,"D"
"GURNEY (R SD)",77,"R"
"BULOW (D SD)",77,"D"
"STEWART (D TN)",77,"D"
"MCKELLAR (D TN)",77,"D"
"CONNALLY (D TX)",77,"D"
"SHEPPARD (D TX)",77,"D"
"HOUSTON (D TX)",77,"D"
"O'DANIEL (D TX)",77,"D"
"MURDOCK (D UT)",77,"D"
"THOMAS (D UT)",77,"D"
"AIKEN (R VT)",77,"R"
"AUSTIN (R VT)",77,"R"
"GLASS (D VA)",77,"D"
"BYRD (D VA)",77,"D"
"WALLGREN (D WA)",77,"D"
"BONE (D WA)",77,"D"
"KILGORE (D WV)",77,"D"
"NEELY (D WV)",77,"D"
"ROSIER (D WV)",77,"D"
"SHOTT (R WV)",77,"R"
"LAFOLLETTE (Progressive  WI)",77,"Progressive"
"WILEY (R WI)",77,"R"
"O'MAHONEY (D WY)",77,"D"
"SCHWARTZ (D WY)",77,"D"
"BANKHEAD (D AL)",78,"D"
"HILL (D AL)",78,"D"
"HAYDEN (D AZ)",78,"D"
"MCFARLAND (D AZ)",78,"D"
"MCCLELLAN (D AR)",78,"D"
"CARAWAY (D AR)",78,"D"
"JOHNSON (R CA)",78,"R"
"DOWNEY (D CA)",78,"D"
"JOHNSON (D CO)",78,"D"
"MILLIKEN (R CO)",78,"R"
"DANAHER (R CT)",78,"R"
"MALONEY (D CT)",78,"D"
"TUNNELL (D DE)",78,"D"
"BUCK (R DE)",78,"R"
"ANDREWS (D FL)",78,"D"
"PEPPER (D FL)",78,"D"
"RUSSELL (D GA)",78,"D"
"GEORGE (D GA)",78,"D"
"CLARK (D ID)",78,"D"
"THOMAS (R ID)",78,"R"
"LUCAS (D IL)",78,"D"
"BROOKS (R IL)",78,"R"
"WILLIS (R IN)",78,"R"
"VANNUYS (D IN)",78,"D"
"JACKSON (D IN)",78,"D"
"JENNER (R IN)",78,"R"
"WILSON (R IA)",78,"R"
"GILLETTE (D IA)",78,"D"
"CAPPER (R KS)",78,"R"
"REED (R KS)",78,"R"
"BARKLEY (D KY)",78,"D"
"CHANDLER (D KY)",78,"D"
"ELLENDER (D LA)",78,"D"
"OVERTON (D LA)",78,"D"
"WHITE (R ME)",78,"R"
"BREWSTER (R ME)",78,"R"
"TYDINGS (D MD)",78,"D"
"RADCLIFFE (D MD)",78,"D"
"WALSH (D MA)",78,"D"
"LODGE (R MA)",78,"R"
"WEEKS (R MA)",78,"R"
"FERGUSON (R MI)",78,"R"
"VANDENBERG (R MI)",78,"R"
"BALL (R MN)",78,"R"
"SHIPSTEAD (R MN)",78,"R"
"BILBO (D MS)",78,"D"
"EASTLAND (D MS)",78,"D"
"TRUMAN (D MO)",78,"D"
"CLARK (D MO)",78,"D"
"MURRAY (D MT)",78,"D"
"WHEELER (D MT)",78,"D"
"BUTLER (R NE)",78,"R"
"WHERRY (R NE)",78,"R"
"SCRUGHAM (D NV)",78,"D"
"MCCARRAN (D NV)",78,"D"
"TOBEY (R NH)",78,"R"
"BRIDGES (R NH)",78,"R"
"HAWKES (R NJ)",78,"R"
"BARBOUR (R NJ)",78,"R"
"WALSH (D NJ)",78,"D"
"SMITH (R NJ)",78,"R"
"HATCH (D NM)",78,"D"
"CHAVEZ (D NM)",78,"D"
"MEAD (D NY)",78,"D"
"WAGNER (D NY)",78,"D"
"BAILEY (D NC)",78,"D"
"REYNOLDS (D NC)",78,"D"
"NYE (R ND)",78,"R"
"LANGER (R ND)",78,"R"
"TAFT (R OH)",78,"R"
"BURTON (R OH)",78,"R"
"THOMAS (D OK)",78,"D"
"MOORE (R OK)",78,"R"
"HOLMAN (R OR)",78,"R"
"MCNARY (R OR)",78,"R"
"CORDON (R OR)",78,"R"
"DAVIS (R PA)",78,"R"
"GUFFEY (D PA)",78,"D"
"GERRY (D RI)",78,"D"
"GREEN (D RI)",78,"D"
"MAYBANK (D SC)",78,"D"
"SMITH (D SC)",78,"D"
"HALL (D SC)",78,"D"
"GURNEY (R SD)",78,"R"
"BUSHFIELD (R SD)",78,"R"
"STEWART (D TN)",78,"D"
"MCKELLAR (D TN)",78,"D"
"CONNALLY (D TX)",78,"D"
"O'DANIEL (D TX)",78,"D"
"THOMAS (D UT)",78,"D"
"MURDOCK (D UT)",78,"D"
"AUSTIN (R VT)",78,"R"
"AIKEN (R VT)",78,"R"
"BYRD (D VA)",78,"D"
"GLASS (D VA)",78,"D"
"WALLGREN (D WA)",78,"D"
"BONE (D WA)",78,"D"
"MAGNUSON (D WA)",78,"D"
"KILGORE (D WV)",78,"D"
"REVERCOMB (R WV)",78,"R"
"LAFOLLETTE (Progressive  WI)",78,"Progressive"
"WILEY (R WI)",78,"R"
"O'MAHONEY (D WY)",78,"D"
"ROBERTSON (R WY)",78,"R"
"HILL (D AL)",79,"D"
"BANKHEAD (D AL)",79,"D"
"SWIFT (D AL)",79,"D"
"SPARKMAN (D AL)",79,"D"
"HAYDEN (D AZ)",79,"D"
"MCFARLAND (D AZ)",79,"D"
"FULBRIGHT (D AR)",79,"D"
"MCCLELLAN (D AR)",79,"D"
"DOWNEY (D CA)",79,"D"
"JOHNSON (R CA)",79,"R"
"KNOWLAND (R CA)",79,"R"
"JOHNSON (D CO)",79,"D"
"MILLIKIN (R CO)",79,"R"
"MCMAHON (D CT)",79,"D"
"MALONEY (D CT)",79,"D"
"HART (R CT)",79,"R"
"TUNNELL (D DE)",79,"D"
"BUCK (R DE)",79,"R"
"PEPPER (D FL)",79,"D"
"ANDREWS (D FL)",79,"D"
"RUSSELL (D GA)",79,"D"
"GEORGE (D GA)",79,"D"
"TAYLOR (D ID)",79,"D"
"THOMAS (R ID)",79,"R"
"GOSSETT (D ID)",79,"D"
"BROOKS (R IL)",79,"R"
"LUCAS (D IL)",79,"D"
"CAPEHART (R IN)",79,"R"
"WILLS (R IN)",79,"R"
"HICKENLOOPE (R IA)",79,"R"
"WILSON (R IA)",79,"R"
"CAPPER (R KS)",79,"R"
"REED (R KS)",79,"R"
"BARKLEY (D KY)",79,"D"
"CHANDLER (D KY)",79,"D"
"STANFILL (R KY)",79,"R"
"ELLENDER (D LA)",79,"D"
"OVERTON (D LA)",79,"D"
"WHITE (R ME)",79,"R"
"BREWSTER (R ME)",79,"R"
"TYDINGS (D MD)",79,"D"
"RADCLIFFE (D MD)",79,"D"
"WALSH (D MA)",79,"D"
"SALTONSTALL (R MA)",79,"R"
"VANDENBERG (R MI)",79,"R"
"FERGUSON (R MI)",79,"R"
"BALL (R MN)",79,"R"
"SHIPSTEAD (R MN)",79,"R"
"EASTLAND (D MS)",79,"D"
"BILBO (D MS)",79,"D"
"DONNELL (R MO)",79,"R"
"TRUMAN (D MO)",79,"D"
"BRIGGS (D MO)",79,"D"
"MURRAY (D MT)",79,"D"
"WHEELER (D MT)",79,"D"
"WHERRY (R NE)",79,"R"
"BUTLER (R NE)",79,"R"
"MCCARRAN (D NV)",79,"D"
"SCRUGHAM (D NV)",79,"D"
"CARVILLE (D NV)",79,"D"
"BRIDGES (R NH)",79,"R"
"TOBEY (R NH)",79,"R"
"SMITH (R NJ)",79,"R"
"HAWKES (R NJ)",79,"R"
"CHAVEZ (D NM)",79,"D"
"HATCH (D NM)",79,"D"
"MEAD (D NY)",79,"D"
"WAGNER (D NY)",79,"D"
"BAILEY (D NC)",79,"D"
"HOEY (D NC)",79,"D"
"LANGER (R ND)",79,"R"
"MOSES (D ND)",79,"D"
"YOUNG (R ND)",79,"R"
"TAFT (R OH)",79,"R"
"BURTON (R OH)",79,"R"
"HUFFMAN (D OH)",79,"D"
"THOMAS (D OK)",79,"D"
"MOORE (R OK)",79,"R"
"MORSE (R OR)",79,"R"
"CORDON (R OR)",79,"R"
"GUFFEY (D PA)",79,"D"
"MYERS (D PA)",79,"D"
"GREEN (D RI)",79,"D"
"GERRY (D RI)",79,"D"
"MAYBANK (D SC)",79,"D"
"JOHNSTON (D SC)",79,"D"
"GURNEY (R SD)",79,"R"
"BUSHFIELD (R SD)",79,"R"
"STEWART (D TN)",79,"D"
"MCKELLAR (D TN)",79,"D"
"CONNALLY (D TX)",79,"D"
"O'DANIEL (D TX)",79,"D"
"THOMAS (D UT)",79,"D"
"MURDOCK (D UT)",79,"D"
"AUSTIN (R VT)",79,"R"
"AIKEN (R VT)",79,"R"
"BYRD (D VA)",79,"D"
"GLASS (D VA)",79,"D"
"BURCH (D VA)",79,"D"
"ROBERTSON (D VA)",79,"D"
"MAGNUSON (D WA)",79,"D"
"WALLGREN (D WA)",79,"D"
"MITCHELL (D WA)",79,"D"
"KILGORE (D WV)",79,"D"
"REVERCOMB (R WV)",79,"R"
"LAFOLLETTE (Progressive  WI)",79,"Progressive"
"WILEY (R WI)",79,"R"
"ROBERTSON (R WY)",79,"R"
"O'MAHONEY (D WY)",79,"D"
"SPARKMAN (D AL)",80,"D"
"HILL (D AL)",80,"D"
"HAYDEN (D AZ)",80,"D"
"MCFARLAND (D AZ)",80,"D"
"MCCLELLAN (D AR)",80,"D"
"FULBRIGHT (D AR)",80,"D"
"KNOWLAND (R CA)",80,"R"
"DOWNEY (D CA)",80,"D"
"JOHNSON (D CO)",80,"D"
"MILLIKIN (R CO)",80,"R"
"BALDWIN (R CT)",80,"R"
"MCMAHON (D CT)",80,"D"
"BUCK (R DE)",80,"R"
"WILLIAMS (R DE)",80,"R"
"PEPPER (D FL)",80,"D"
"HOLLAND (D FL)",80,"D"
"RUSSELL (D GA)",80,"D"
"GEORGE (D GA)",80,"D"
"TAYLOR (D ID)",80,"D"
"DWORSHAK (R ID)",80,"R"
"BROOKS (R IL)",80,"R"
"LUCAS (D IL)",80,"D"
"JENNER (R IN)",80,"R"
"CAPEHART (R IN)",80,"R"
"HICKENLOOPE (R IA)",80,"R"
"WILSON (R IA)",80,"R"
"REED (R KS)",80,"R"
"CAPPER (R KS)",80,"R"
"COOPER (R KY)",80,"R"
"BARKLEY (D KY)",80,"D"
"ELLENDER (D LA)",80,"D"
"OVERTON (D LA)",80,"D"
"FEAZELL (D LA)",80,"D"
"BREWSTER (R ME)",80,"R"
"WHITE (R ME)",80,"R"
"TYDINGS (D MD)",80,"D"
"O'CONOR (D MD)",80,"D"
"LODGE (R MA)",80,"R"
"SALTONSTALL (R MA)",80,"R"
"FERGUSON (R MI)",80,"R"
"VANDENBERG (R MI)",80,"R"
"THYE (R MN)",80,"R"
"BALL (R MN)",80,"R"
"EASTLAND (D MS)",80,"D"
"BILBO (D MS)",80,"D"
"STENNIS (D MS)",80,"D"
"DONNELL (R MO)",80,"R"
"KEM (R MO)",80,"R"
"MURRAY (D MT)",80,"D"
"ECTON (R MT)",80,"R"
"WHERRY (R NE)",80,"R"
"BUTLER (R NE)",80,"R"
"MCCARRAN (D NV)",80,"D"
"MALONE (R NV)",80,"R"
"TOBEY (R NH)",80,"R"
"BRIDGES (R NH)",80,"R"
"HAWKES (R NJ)",80,"R"
"SMITH (R NJ)",80,"R"
"HATCH (D NM)",80,"D"
"CHAVEZ (D NM)",80,"D"
"WAGNER (D NY)",80,"D"
"IVES (R NY)",80,"R"
"UMSTEAD (D NC)",80,"D"
"HOEY (D NC)",80,"D"
"LANGER (R ND)",80,"R"
"YOUNG (R ND)",80,"R"
"TAFT (R OH)",80,"R"
"BRICKER (R OH)",80,"R"
"MOORE (R OK)",80,"R"
"THOMAS (D OK)",80,"D"
"CORDON (R OR)",80,"R"
"MORSE (R OR)",80,"R"
"MYERS (D PA)",80,"D"
"MARTIN (R PA)",80,"R"
"MCGRATH (D RI)",80,"D"
"GREEN (D RI)",80,"D"
"JOHNSTON (D SC)",80,"D"
"MAYBANK (D SC)",80,"D"
"GURNEY (R SD)",80,"R"
"BUSHFIELD (R SD)",80,"R"
"STEWART (D TN)",80,"D"
"MCKELLAR (D TN)",80,"D"
"O'DANIEL (D TX)",80,"D"
"CONNALLY (D TX)",80,"D"
"WATKINS (R UT)",80,"R"
"THOMAS (D UT)",80,"D"
"AIKEN (R VT)",80,"R"
"FLANDERS (R VT)",80,"R"
"ROBERTSON (D VA)",80,"D"
"BYRD (D VA)",80,"D"
